review_uid,accesibilidad,alojamiento,atencion_servicio,atractivos,costos,gastronomia,limpieza,seguridad,destination,pool,stars,text_clean
gm_ef432b6edfe37d6c,positivo,ausente,positivo,positivo,negativo,ausente,ausente,ausente,Catarata de Ahuashiyacu,A_representativo,5,"La atracción es bella, la catarata es linda el paisaje es precioso pero nuevamente la afluencia hace que sea tedioso para entrar tienes que compartir la misma escalera con las personas que están de salida y muchas no son muy amables sin importar que vayas con niños o mayores de edad muchas veces empujan, las escaleras son angostas... Por lo demás nos dieron solo una hora para visitar el sitio lo cual me parece bien es más que suficiente para conocerla y tomarse fotos. La entrada está 10 soles y los niños menores de 5 años no pagan ✌️... Afuera venden comida y puedes esperar tranquila para entrar, adentro también venden comida pero es un poco más caro, aunque si eres ahorrador como yo compras tus botellas de agua en el mercado al por mayor y te dura el tiempo de la visita 😉"
gm_f092ec3b5a884da4,ausente,ausente,ausente,positivo,ausente,ausente,negativo,ausente,Circuito Mágico del Agua,A_representativo,4,It is a very nice park with great landscaping and plenty of things to do. I am lowering my review due to the terrible public restrooms in the park.
gm_f09467a632a442a8,ausente,ausente,ausente,neutro,negativo,ausente,ausente,ausente,Circuito Mágico del Agua,B_minado,2,Not worth it. Its mostly a light story on a fountain No crazy fountain art. If u have small kids maybe it could be fun. But too far from rest
gm_f0c98dade8101964,positivo,ausente,ausente,positivo,positivo,ausente,ausente,ausente,Santuario Histórico de Machu Picchu,A_representativo,5,"Terrific! Even more amazing in real life. Still cannot fathom how they build the place even after seeing it. Make sure to book your tickets months in advance, especially if you want to hike up the peaks. I did Huayna Picchu and it was well worth it! Please note though that you should be in good physical fitness as it is a challenging hike upwards that takes about 90 minutes. Budget time for the Sun Gate as well, which is about an hour's hike to the opposite side of Machu Picchu. If you have the chance to visit, you simply must!"
gm_f0de8e6fca935e85,positivo,neutro,ausente,positivo,neutro,ausente,ausente,ausente,Reserva Nacional de Paracas,A_representativo,5,"Excelente playa con paisaje privilegiado. Amplio estacionamiento muy seguro. La playa se encuentra en la parte baja del acantilado, por lo que el viento es muy intenso, asi que una buena toalla les caerá muy bien. Se tiene que pagar derecho de ingreso para acceder a la reserva natural, el camino es de sal compactada pero no ofrece mayores complicaciones."
gm_f16132e64160ddba,ausente,ausente,ausente,neutro,ausente,ausente,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,A_representativo,3,El mirador de las líneas de nazca son dos pero actualmente funciona uno se puede apreciar 3 a 4 líneas muy interesante la verdad si tienes economía para la avioneta pues es la mejor opción hay si verías todas las líneas pero sino también Almenos verás un par bien lugar
gm_f18258736b163536,ausente,ausente,ausente,positivo,positivo,ausente,neutro,ausente,Sitio Arqueológico de Ollantaytambo,B_minado,2,No lawn maintenance. Not impressive. But surrounding areas awesome. Pinkuylluna was better and free.
gm_f1a609cb338ce006,ausente,ausente,positivo,positivo,positivo,ausente,neutro,ausente,Museo de Sitio Huaca Pucllana,B_minado,2,"The official guide kept saying the whole time “we don’t really know what happened here or what this site was for or who lived or didn’t live here”. Pretty deflating. You can skip it. I like a nice historical site, but this was not worth the 15 soles and an hour of my time. Also - they make you wait for an official guide, you are not allowed to roam free. And the 6 mentions of tips throughout the tour are also pretty annoying. So different from other sites around Peru!"
gm_f23e9210c0100205,ausente,ausente,neutro,neutro,neutro,ausente,ausente,ausente,Huacas del Sol y de la Luna,A_representativo,3,"It costs around 10 solas to enter and you must be escorted by a guide. The place is gorgeous and surprised me at how much detail there was. However, the tour doesn't last too long and there's not much else to to in the area."
gm_f3414d7b91975c6d,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Valle del Colca,A_representativo,5,"Espectacular!!! Gran diversidad de paisajes y todos te sorprenderán, la cultura, los vestidos bellos de las mujeres, el cañón, aguas termales todo es hermoso. Digno de visitarse por algunos días."
gm_f379ec71079ff02d,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Complejo Arqueológico Chan Chan,A_representativo,5,Hermoso lugar sin duda alguna. Una muestra de lo maravilloso que es el Perú y lo que nos dejaron nuestros antepasados. Sin palabras!
gm_f47eb09770c8915b,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Santuario Arqueológico de Pachacámac,A_representativo,5,Un hermoso lugar donde aprender de la historia y arquitectura Inca de nuestros antepasados.
gm_f4addbd914b1d89f,ausente,ausente,ausente,positivo,neutro,ausente,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,B_minado,1,"Bonita vista,lo único que los baños dan asco.la verdad no se para que cobran si van a tener el lugar y baños mugriento!"
gm_f52c8c0ae884dc3d,ausente,ausente,negativo,ausente,ausente,ausente,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,A_representativo,3,"Desde la torre se pueden apreciar varias figuras, lo malo del lugar, servicio higiénico en malas condiciones"
gm_f55d03f0c1c438d0,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Parque Arqueológico de Sacsayhuamán,A_representativo,5,Great Inca ruin outside Cusco. Nice stonework (as usual) with really nice views of Cusco.
gm_f5731e4bf4efa2b6,ausente,ausente,neutro,positivo,neutro,ausente,ausente,ausente,Santuario Histórico de Machu Picchu,B_minado,5,"It's been a dream to visit Machu Picchu for decades. The visit and tour did not disappoint! It was everything and more than I could have imagined. Our tour guide, Rosemary, was excellent! If tickets weren't sold out, I would have visited again before leaving Aguas Calientes. It was definitely a magical, intriguing, awesome experience."
gm_f5a81f4c230d4455,ausente,ausente,ausente,positivo,ausente,ausente,neutro,ausente,Santuario Histórico de Machu Picchu,A_representativo,5,It was an amazing experience. The site is so well preserved and you can imagine the Inca right there. A must see if you are in Perú.
gm_f5c13822c5e89d3d,ausente,ausente,ausente,neutro,neutro,ausente,ausente,ausente,Parque Arqueológico de Sacsayhuamán,B_minado,3,"While a significant site and impressive archeological park, the rigid ticketing options are a let down. The only ticket available is a 10 day ticket including 3-4 other sites in the Sacred valley. Visited 1h30 before closing on the last day of the trip, the ticket didn’t make sense. Such a shame, losing out on visitors this way"
gm_f5c5b362cb7c2535,ausente,negativo,ausente,negativo,negativo,ausente,negativo,ausente,Parque Nacional Huascarán,A_representativo,5,"Es un lugar para meditar relajar la mente y el cuerpo, especial para los que aman caminar, se recomienda bastante resistencia y tolerancia a la altura puesto puede dar soroche. En cuanto a la comida es básica y es un poco caro comprar a los exteriores, de preferencia llevar su agua. No botar basura en la reserva."
gm_f5ce9e8570478971,ausente,ausente,negativo,ausente,negativo,ausente,ausente,ausente,Parque Arqueológico de Sacsayhuamán,B_minado,1,"Ticket office is VERY RUDE @ 16:30, 13 (sunday) of November 2022. also it’s expensive to enter."
gm_f5d1b262fe2d59c1,ausente,ausente,positivo,ausente,ausente,ausente,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,A_representativo,5,I am doing a kind of research on these type of things. I love mysterious things.
gm_f5d731b8caf50c4f,ausente,neutro,neutro,positivo,neutro,ausente,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,B_minado,2,"The lines were overhyped, at least from the tower. We paid 50 soles each for a guide to take us there, including accommodation for the day. We would, however, recommend going there yourselves if you are passing though Nasca."
gm_f5f01ee93bdba005,ausente,ausente,positivo,ausente,ausente,ausente,ausente,ausente,Huacas del Sol y de la Luna,B_minado,3,Los guias muy atentos y conocedores del tema Llevar sombrilla y sombreros de ala ancha agua
gm_f60f2fa1878c3190,ausente,ausente,ausente,positivo,ausente,ausente,negativo,ausente,Parque Nacional Huascarán,B_minado,5,"De lo más hermoso que han visto mis ojos. Por favor guardemos nuestra basura en los bolsillos, he visto muchos envoltorios de caramelos, eso degrada aún más el glaciar. Hagamos turismo ecoamigable💚"
gm_f64ce0f57d310555,ausente,ausente,ausente,positivo,negativo,ausente,ausente,ausente,Valle del Colca,B_minado,5,"Really beautiful place, the osasis amazing, in yauar theres awesome hot springs, the water expensive inside the canyon"
gm_f6834903430e17b3,ausente,ausente,positivo,positivo,ausente,ausente,ausente,ausente,Valle del Colca,A_representativo,5,Very rewarding experience and beautiful all the way through. Not too challenging and can be done without a guide or company for significantly cheaper.
gm_f6afa479d2a02170,positivo,ausente,neutro,positivo,ausente,ausente,ausente,neutro,Santuario Histórico de Machu Picchu,A_representativo,5,"It’s truly magical and mind blowing! You won’t regret it. Everything about it is brilliant! Not too physical walking around there is a little trek to get up there top of one of them, I thought it’s worth it. Need to be careful with your stepping. Even the town is really cool, quite modern too which I didn’t expect, more touristy. The train to get there was great too, there’s staff who do a cat walk down the aisle to show you clothes they try to sell you. All part of the experience! We didn’t do the hiking there so can’t comment on that."
gm_f6c608f0a7aa2610,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente,Santuario Histórico de Machu Picchu,B_minado,5,Of course! Crowded as is one of the 7 wonders of the world. But really epic experience.
gm_f705f9a88b8f2223,neutro,ausente,ausente,ausente,neutro,ausente,ausente,ausente,Santuario Histórico de Machu Picchu,B_minado,2,"This place is very very expansive and not worse the money, the entrace is 152 sol. If you take a train its cost 65 dollars and bus to machu picchu is 24 dollars. ->If you want to save money We make everything without the train and bus. You need to arrive to santa teresa then to the electric station and then walk like 8 km to the entrace and then more like 1.5 km to the top of machu picchu. Buy tickets before or you will need to go the agua calientes and buy there(more 40 minuts walk). Total trip taked us 20 km."
gm_f70e3948dffa9e5a,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Valle del Colca,A_representativo,5,Excelente lugar para disfrutar de la naturaleza y la tranquilidad. También tiene mucho contenido histórico.
gm_f76d7a20faddaafd,neutro,ausente,neutro,positivo,positivo,ausente,ausente,ausente,Huacas del Sol y de la Luna,A_representativo,5,"¡Una visita totalmente recomendable!Fuimos un grupo de 4 personas y nos resultó mucho más cómodo y económico desplazarnos desde Trujillo en Uber. El proceso es sencillo: compras la entrada en la boletería, necesitas identificarte (DNI o Pasaporte) y luego caminas unos 200 metros hacia el ingreso. Esa caminata corta es a pleno sol, por lo que es indispensable llevar agua y sombrero, aunque afortunadamente en la entrada misma sí hay sombra para esperar. Esperamos unos 20 minutos a que se formara un grupo para entrar con un guía ( el pago es mediante aportación voluntaria). Un gran detalle es que los mayores de edad cuentan con ticket reducido. Itinerario con rampas, escalones i suelo de arena, no adaptado a sillas de rueddas. La visita dura aproximadamente 1 hora y el recorrido por este templo Moche es súper interesante. Cabe mencionar que la Huaca del Sol no es accesible, pero la Huaca de la Luna compensa todo. ¡Vale muchísimo la pena!"
gm_f7c91a946fd01d71,neutro,positivo,ausente,positivo,ausente,positivo,ausente,ausente,Sitio Arqueológico de Ollantaytambo,A_representativo,5,An excellent set of stairs and a view to behold. Very windy. Hold on to your hat. Great food coffee and a market below. Be sure to take a look at the hotel rooms that hang from the mountain side fairly close to the site. You reach them by climbing with rungs and rope.
